"rule","engine","severity","tags","file","startLine","startColumn","endLine","endColumn","message","resources"
"@lwc/lwc/valid-api","eslint",3,"Recommended,LWC,ErrorProne,JavaScript","force-app/main/default/lwc/caseHierarchyViewer/caseHierarchyViewer.js",22,32,22,36,"Invalid public property initialization for ""showFinancialAccounts"". Boolean public properties should not be initialized to ""true"", consider initializing the property to ""false"".","https://github.com/salesforce/eslint-plugin-lwc/blob/v3.2.0/docs/rules/valid-api.md"
"@lwc/lwc/valid-api","eslint",3,"Recommended,LWC,ErrorProne,JavaScript","force-app/main/default/lwc/caseHierarchyViewer/caseHierarchyViewer.js",23,27,23,31,"Invalid public property initialization for ""showAccountRoles"". Boolean public properties should not be initialized to ""true"", consider initializing the property to ""false"".","https://github.com/salesforce/eslint-plugin-lwc/blob/v3.2.0/docs/rules/valid-api.md"
"@lwc/lwc/valid-api","eslint",3,"Recommended,LWC,ErrorProne,JavaScript","force-app/main/default/lwc/caseHierarchyViewer/caseHierarchyViewer.js",27,27,27,31,"Invalid public property initialization for ""expandFirstChild"". Boolean public properties should not be initialized to ""true"", consider initializing the property to ""false"".","https://github.com/salesforce/eslint-plugin-lwc/blob/v3.2.0/docs/rules/valid-api.md"
"no-unused-vars","eslint",2,"Recommended,ErrorProne,JavaScript","force-app/main/default/lwc/recordPathwaySelection/__tests__/recordPathwaySelection.test.js",14,27,14,45,"'actualUpdateRecord' is assigned a value but never used.","https://eslint.org/docs/latest/rules/no-unused-vars"
"@lwc/lwc/no-async-operation","eslint",3,"Recommended,LWC,BestPractices,JavaScript","force-app/main/default/lwc/recordPathwaySelection/__tests__/recordPathwaySelection.test.js",37,37,37,59,"Restricted async operation ""setTimeout""","https://github.com/salesforce/eslint-plugin-lwc/blob/v3.2.0/docs/rules/no-async-operation.md"
"@lwc/lwc/no-unexpected-wire-adapter-usages","eslint",3,"Recommended,LWC,BestPractices,JavaScript","force-app/main/default/lwc/recordPathwaySelection/__tests__/recordPathwaySelection.test.js",71,5,71,14,"""getRecord"" is a wire adapter and can only be used via the @wire decorator.","https://github.com/salesforce/eslint-plugin-lwc/blob/v3.2.0/docs/rules/no-unexpected-wire-adapter-usages.md"
"@lwc/lwc/no-unexpected-wire-adapter-usages","eslint",3,"Recommended,LWC,BestPractices,JavaScript","force-app/main/default/lwc/recordPathwaySelection/__tests__/recordPathwaySelection.test.js",108,5,108,14,"""getRecord"" is a wire adapter and can only be used via the @wire decorator.","https://github.com/salesforce/eslint-plugin-lwc/blob/v3.2.0/docs/rules/no-unexpected-wire-adapter-usages.md"
"@lwc/lwc/no-unexpected-wire-adapter-usages","eslint",3,"Recommended,LWC,BestPractices,JavaScript","force-app/main/default/lwc/recordPathwaySelection/__tests__/recordPathwaySelection.test.js",144,5,144,14,"""getRecord"" is a wire adapter and can only be used via the @wire decorator.","https://github.com/salesforce/eslint-plugin-lwc/blob/v3.2.0/docs/rules/no-unexpected-wire-adapter-usages.md"
"@lwc/lwc/no-unexpected-wire-adapter-usages","eslint",3,"Recommended,LWC,BestPractices,JavaScript","force-app/main/default/lwc/recordPathwaySelection/__tests__/recordPathwaySelection.test.js",179,5,179,14,"""getRecord"" is a wire adapter and can only be used via the @wire decorator.","https://github.com/salesforce/eslint-plugin-lwc/blob/v3.2.0/docs/rules/no-unexpected-wire-adapter-usages.md"
"@lwc/lwc/no-unexpected-wire-adapter-usages","eslint",3,"Recommended,LWC,BestPractices,JavaScript","force-app/main/default/lwc/recordPathwaySelection/__tests__/recordPathwaySelection.test.js",219,5,219,14,"""getRecord"" is a wire adapter and can only be used via the @wire decorator.","https://github.com/salesforce/eslint-plugin-lwc/blob/v3.2.0/docs/rules/no-unexpected-wire-adapter-usages.md"
"@lwc/lwc/no-async-operation","eslint",3,"Recommended,LWC,BestPractices,JavaScript","force-app/main/default/lwc/recordPathwaySelection/recordPathwaySelection.js",82,7,84,15,"Restricted async operation ""setTimeout""","https://github.com/salesforce/eslint-plugin-lwc/blob/v3.2.0/docs/rules/no-async-operation.md"
"prefer-const","eslint",3,"Recommended,BestPractices,JavaScript,TypeScript","force-app/main/default/lwc/successionContactCadence/successionContactCadence.js",208,9,208,18,"'baseClass' is never reassigned. Use 'const' instead.","https://eslint.org/docs/latest/rules/prefer-const"
"@lwc/lwc-platform/no-inline-disable","eslint",3,"Recommended,LWC,BestPractices,JavaScript","force-app/main/default/lwc/successionContactCadence/successionContactCadence.js",489,1,489,62,"Inline rule disablement not allowed: @lwc/lwc/no-async-operation",
"@lwc/lwc/no-api-reassignments","eslint",3,"Recommended,LWC,BestPractices,JavaScript","force-app/main/default/lwc/successionDisclaimDetails/successionDisclaimDetails.js",13,5,13,37,"Invalid reassignment of public property ""reason""","https://github.com/salesforce/eslint-plugin-lwc/blob/v3.2.0/docs/rules/no-api-reassignments.md"
"@lwc/lwc/no-api-reassignments","eslint",3,"Recommended,LWC,BestPractices,JavaScript","force-app/main/default/lwc/successionDisclaimDetails/successionDisclaimDetails.js",18,5,18,49,"Invalid reassignment of public property ""legalAttestation""","https://github.com/salesforce/eslint-plugin-lwc/blob/v3.2.0/docs/rules/no-api-reassignments.md"
"@lwc/lwc/no-api-reassignments","eslint",3,"Recommended,LWC,BestPractices,JavaScript","force-app/main/default/lwc/successionNewDafDetails/successionNewDafDetails.js",13,5,13,36,"Invalid reassignment of public property ""email""","https://github.com/salesforce/eslint-plugin-lwc/blob/v3.2.0/docs/rules/no-api-reassignments.md"
"@lwc/lwc/no-api-reassignments","eslint",3,"Recommended,LWC,BestPractices,JavaScript","force-app/main/default/lwc/successionNewDafDetails/successionNewDafDetails.js",18,5,18,50,"Invalid reassignment of public property ""termsAcknowledged""","https://github.com/salesforce/eslint-plugin-lwc/blob/v3.2.0/docs/rules/no-api-reassignments.md"
"@lwc/lwc/no-api-reassignments","eslint",3,"Recommended,LWC,BestPractices,JavaScript","force-app/main/default/lwc/successionPathwaySelector/successionPathwaySelector.js",79,5,79,35,"Invalid reassignment of public property ""selectedPathway""","https://github.com/salesforce/eslint-plugin-lwc/blob/v3.2.0/docs/rules/no-api-reassignments.md"
"@lwc/lwc/no-api-reassignments","eslint",3,"Recommended,LWC,BestPractices,JavaScript","force-app/main/default/lwc/successionReviewAndSign/successionReviewAndSign.js",70,5,70,44,"Invalid reassignment of public property ""signatureName""","https://github.com/salesforce/eslint-plugin-lwc/blob/v3.2.0/docs/rules/no-api-reassignments.md"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CaseHierarchyController.cls",15,21,256,2,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CaseHierarchyController.cls",19,10,24,4,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CaseHierarchyController.cls",21,12,21,41,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CaseHierarchyController.cls",23,12,23,56,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CaseHierarchyController.cls",29,10,36,4,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CaseHierarchyController.cls",31,12,31,41,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CaseHierarchyController.cls",33,12,33,71,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CaseHierarchyController.cls",35,12,35,56,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CaseHierarchyController.cls",41,10,56,4,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CaseHierarchyController.cls",43,12,43,46,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CaseHierarchyController.cls",45,12,45,47,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CaseHierarchyController.cls",47,12,47,47,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CaseHierarchyController.cls",49,12,49,51,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CaseHierarchyController.cls",51,12,51,40,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CaseHierarchyController.cls",53,12,53,39,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CaseHierarchyController.cls",55,12,55,35,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ExcessiveParameterList","pmd",3,"Recommended,Design,Apex","force-app/main/default/classes/CaseHierarchyController.cls",70,17,76,31,"Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_design.html#excessiveparameterlist"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CaseHierarchyController.cls",70,17,255,4,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"NcssMethodCount","pmd",4,"Recommended,Design,Apex","force-app/main/default/classes/CaseHierarchyController.cls",70,17,255,4,"The method 'getCaseHierarchy()' has an NCSS line count of 59 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_design.html#ncssmethodcount"
"CognitiveComplexity","pmd",3,"Recommended,Design,Apex","force-app/main/default/classes/CaseHierarchyController.cls",70,17,255,4,"The method 'getCaseHierarchy(Id, String, Boolean, Boolean, String, String)' has a cognitive complexity of 41, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_design.html#cognitivecomplexity"
"CyclomaticComplexity","pmd",3,"Recommended,Design,Apex","force-app/main/default/classes/CaseHierarchyController.cls",70,17,255,4,"The method 'getCaseHierarchy(Id, String, Boolean, Boolean, String, String)' has a cyclomatic complexity of 21.","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_design.html#cyclomaticcomplexity"
"AvoidBooleanMethodParameters","pmd",3,"Recommended,Design,Apex","force-app/main/default/classes/CaseHierarchyController.cls",73,5,73,37,"Avoid Boolean method parameters","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_design.html#avoidbooleanmethodparameters"
"AvoidBooleanMethodParameters","pmd",3,"Recommended,Design,Apex","force-app/main/default/classes/CaseHierarchyController.cls",74,5,74,32,"Avoid Boolean method parameters","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_design.html#avoidbooleanmethodparameters"
"ApexSOQLInjection","pmd",2,"Recommended,Security,Apex","force-app/main/default/classes/CaseHierarchyController.cls",130,46,130,56,"Avoid untrusted/unescaped variables in DML query","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_security.html#apexsoqlinjection"
"ApexCRUDViolation","pmd",2,"Recommended,Security,Apex","force-app/main/default/classes/CaseHierarchyController.cls",148,13,158,14,"Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_security.html#apexcrudviolation"
"AvoidDeeplyNestedIfStmts","pmd",3,"Recommended,Design,Apex","force-app/main/default/classes/CaseHierarchyController.cls",172,11,187,12,"Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts"
"ApexSOQLInjection","pmd",2,"Recommended,Security,Apex","force-app/main/default/classes/CaseHierarchyController.cls",193,13,193,22,"Avoid untrusted/unescaped variables in DML query","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_security.html#apexsoqlinjection"
"AvoidDeeplyNestedIfStmts","pmd",3,"Recommended,Design,Apex","force-app/main/default/classes/CaseHierarchyController.cls",198,13,205,14,"Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/CaseHierarchyController_Test.cls",181,10,263,4,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CaseHierarchyController_Test.cls",181,10,263,4,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"MethodNamingConventions","pmd",3,"Recommended,CodeStyle,Apex","force-app/main/default/classes/CaseHierarchyController_Test.cls",181,10,263,4,"The test method name 'testGetCaseHierarchy_AllOptionsEnabled' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_codestyle.html#methodnamingconventions"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/CaseHierarchyController_Test.cls",269,10,303,4,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CaseHierarchyController_Test.cls",269,10,303,4,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"MethodNamingConventions","pmd",3,"Recommended,CodeStyle,Apex","force-app/main/default/classes/CaseHierarchyController_Test.cls",269,10,303,4,"The test method name 'testGetCaseHierarchy_NoFinancialAccounts' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_codestyle.html#methodnamingconventions"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/CaseHierarchyController_Test.cls",309,10,341,4,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CaseHierarchyController_Test.cls",309,10,341,4,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"MethodNamingConventions","pmd",3,"Recommended,CodeStyle,Apex","force-app/main/default/classes/CaseHierarchyController_Test.cls",309,10,341,4,"The test method name 'testGetCaseHierarchy_NoAccountRoles' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_codestyle.html#methodnamingconventions"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/CaseHierarchyController_Test.cls",347,10,380,4,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CaseHierarchyController_Test.cls",347,10,380,4,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"MethodNamingConventions","pmd",3,"Recommended,CodeStyle,Apex","force-app/main/default/classes/CaseHierarchyController_Test.cls",347,10,380,4,"The test method name 'testGetCaseHierarchy_StatusExclusion' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_codestyle.html#methodnamingconventions"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/CaseHierarchyController_Test.cls",386,10,416,4,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CaseHierarchyController_Test.cls",386,10,416,4,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"MethodNamingConventions","pmd",3,"Recommended,CodeStyle,Apex","force-app/main/default/classes/CaseHierarchyController_Test.cls",386,10,416,4,"The test method name 'testGetCaseHierarchy_RoleFilter' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_codestyle.html#methodnamingconventions"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/CaseHierarchyController_Test.cls",422,10,461,4,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
